timestamp,distance,cadence,fractional_cadence,heart_rate,key
2019-06-23T21:18:53Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:18:54Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:18:55Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:18:56Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:18:57Z,0,58,0.5,108,2019-06-23 21:07:55
2019-06-23T21:18:58Z,0,58,0.5,108,2019-06-23 21:07:55
2019-06-23T21:18:59Z,0,58,0.5,107,2019-06-23 21:07:55
2019-06-23T21:19:00Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:01Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:02Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:03Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:04Z,0,0,0,122,2019-06-23 21:07:55
2019-06-23T21:19:05Z,0,0,0,122,2019-06-23 21:07:55
2019-06-23T21:19:06Z,0,0,0,122,2019-06-23 21:07:55
2019-06-23T21:19:07Z,0,0,0,122,2019-06-23 21:07:55
2019-06-23T21:19:08Z,0,0,0,126,2019-06-23 21:07:55
2019-06-23T21:19:09Z,0,0,0,126,2019-06-23 21:07:55
2019-06-23T21:19:10Z,0,0,0,126,2019-06-23 21:07:55
2019-06-23T21:19:11Z,0,0,0,126,2019-06-23 21:07:55
2019-06-23T21:19:12Z,0,0,0,126,2019-06-23 21:07:55
2019-06-23T21:19:13Z,0,0,0,126,2019-06-23 21:07:55
2019-06-23T21:19:14Z,0,0,0,126,2019-06-23 21:07:55
2019-06-23T21:19:15Z,0,0,0,126,2019-06-23 21:07:55
2019-06-23T21:19:16Z,0,0,0,121,2019-06-23 21:07:55
2019-06-23T21:19:17Z,0,0,0,121,2019-06-23 21:07:55
2019-06-23T21:19:18Z,0,0,0,121,2019-06-23 21:07:55
2019-06-23T21:19:19Z,0,0,0,121,2019-06-23 21:07:55
2019-06-23T21:19:20Z,0,0,0,121,2019-06-23 21:07:55
2019-06-23T21:19:21Z,0,0,0,121,2019-06-23 21:07:55
2019-06-23T21:19:22Z,0,0,0,120,2019-06-23 21:07:55
2019-06-23T21:19:23Z,0,0,0,119,2019-06-23 21:07:55
2019-06-23T21:19:24Z,0,0,0,118,2019-06-23 21:07:55
2019-06-23T21:19:25Z,0,0,0,117,2019-06-23 21:07:55
2019-06-23T21:19:26Z,0,0,0,116,2019-06-23 21:07:55
2019-06-23T21:19:27Z,0,0,0,113,2019-06-23 21:07:55
2019-06-23T21:19:28Z,0,0,0,113,2019-06-23 21:07:55
2019-06-23T21:19:29Z,0,0,0,116,2019-06-23 21:07:55
2019-06-23T21:19:30Z,0,0,0,116,2019-06-23 21:07:55
2019-06-23T21:19:31Z,0,0,0,116,2019-06-23 21:07:55
2019-06-23T21:19:32Z,0,0,0,114,2019-06-23 21:07:55
2019-06-23T21:19:33Z,0,0,0,113,2019-06-23 21:07:55
2019-06-23T21:19:34Z,0,0,0,111,2019-06-23 21:07:55
2019-06-23T21:19:35Z,0,0,0,110,2019-06-23 21:07:55
2019-06-23T21:19:36Z,0,0,0,110,2019-06-23 21:07:55
2019-06-23T21:19:37Z,0,0,0,110,2019-06-23 21:07:55
2019-06-23T21:19:38Z,0,0,0,110,2019-06-23 21:07:55
2019-06-23T21:19:39Z,0,0,0,110,2019-06-23 21:07:55
2019-06-23T21:19:43Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:19:44Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:45Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:46Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:47Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:48Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:49Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:50Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:51Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:19:52Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:19:53Z,0,0,0,109,2019-06-23 21:07:55
2019-06-23T21:19:54Z,0,0,0,109,2019-06-23 21:07:55
2019-06-23T21:19:55Z,0,0,0,109,2019-06-23 21:07:55
2019-06-23T21:19:56Z,0,0,0,109,2019-06-23 21:07:55
2019-06-23T21:19:57Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:19:58Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:19:59Z,0,0,0,106,2019-06-23 21:07:55
2019-06-23T21:20:00Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:20:01Z,0,0,0,106,2019-06-23 21:07:55
2019-06-23T21:20:02Z,0,0,0,106,2019-06-23 21:07:55
2019-06-23T21:20:03Z,0,0,0,105,2019-06-23 21:07:55
2019-06-23T21:20:04Z,0,0,0,105,2019-06-23 21:07:55
2019-06-23T21:20:05Z,0,0,0,105,2019-06-23 21:07:55
2019-06-23T21:20:06Z,0,0,0,105,2019-06-23 21:07:55
2019-06-23T21:20:07Z,0,58,0.5,104,2019-06-23 21:07:55
2019-06-23T21:20:08Z,0,58,0.5,105,2019-06-23 21:07:55
2019-06-23T21:20:09Z,0,58,0.5,105,2019-06-23 21:07:55
2019-06-23T21:20:10Z,0,0,0,109,2019-06-23 21:07:55
2019-06-23T21:20:11Z,0,0,0,109,2019-06-23 21:07:55
2019-06-23T21:20:12Z,0,0,0,109,2019-06-23 21:07:55
2019-06-23T21:20:13Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:20:14Z,0,58,0.5,106,2019-06-23 21:07:55
2019-06-23T21:20:15Z,0,58,0.5,103,2019-06-23 21:07:55
2019-06-23T21:20:16Z,0,0,0,101,2019-06-23 21:07:55
2019-06-23T21:20:17Z,0,0,0,100,2019-06-23 21:07:55
2019-06-23T21:20:18Z,0,0,0,100,2019-06-23 21:07:55
2019-06-23T21:20:19Z,0,0,0,100,2019-06-23 21:07:55
2019-06-23T21:20:20Z,0,0,0,99,2019-06-23 21:07:55
2019-06-23T21:20:21Z,0,0,0,99,2019-06-23 21:07:55
2019-06-23T21:20:22Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:20:23Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:20:24Z,0,0,0,95,2019-06-23 21:07:55
2019-06-23T21:20:25Z,0,0,0,95,2019-06-23 21:07:55
2019-06-23T21:20:26Z,0,0,0,94,2019-06-23 21:07:55
2019-06-23T21:20:27Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:20:28Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:20:29Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:20:30Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:20:31Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:20:32Z,0,0,0,88,2019-06-23 21:07:55
2019-06-23T21:20:33Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:20:34Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:20:35Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:20:36Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:20:37Z,0,0,0,85,2019-06-23 21:07:55
2019-06-23T21:20:38Z,0,0,0,84,2019-06-23 21:07:55
2019-06-23T21:20:39Z,0,0,0,84,2019-06-23 21:07:55
2019-06-23T21:20:40Z,0,0,0,83,2019-06-23 21:07:55
2019-06-23T21:20:41Z,0,0,0,83,2019-06-23 21:07:55
2019-06-23T21:20:42Z,0,0,0,81,2019-06-23 21:07:55
2019-06-23T21:20:43Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:44Z,0,0,0,79,2019-06-23 21:07:55
2019-06-23T21:20:45Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:46Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:47Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:48Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:49Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:50Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:51Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:52Z,0,0,0,81,2019-06-23 21:07:55
2019-06-23T21:20:53Z,0,0,0,81,2019-06-23 21:07:55
2019-06-23T21:20:54Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:55Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:56Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:57Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:58Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:20:59Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:21:00Z,0,0,0,80,2019-06-23 21:07:55
2019-06-23T21:21:01Z,0,0,0,78,2019-06-23 21:07:55
2019-06-23T21:21:02Z,0,0,0,77,2019-06-23 21:07:55
2019-06-23T21:21:03Z,0,0,0,77,2019-06-23 21:07:55
2019-06-23T21:21:04Z,0,0,0,76,2019-06-23 21:07:55
2019-06-23T21:21:05Z,0,0,0,76,2019-06-23 21:07:55
2019-06-23T21:21:06Z,0,0,0,76,2019-06-23 21:07:55
2019-06-23T21:21:07Z,0,58,0.5,76,2019-06-23 21:07:55
2019-06-23T21:21:08Z,0,58,0.5,78,2019-06-23 21:07:55
2019-06-23T21:21:09Z,0,58,0.5,79,2019-06-23 21:07:55
2019-06-23T21:21:10Z,0,58,0.5,79,2019-06-23 21:07:55
2019-06-23T21:21:11Z,0,58,0.5,79,2019-06-23 21:07:55
2019-06-23T21:21:12Z,0,0,0,79,2019-06-23 21:07:55
2019-06-23T21:21:13Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:21:14Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:21:15Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:21:16Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:21:17Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:21:18Z,0,58,0.5,92,2019-06-23 21:07:55
2019-06-23T21:21:19Z,0,58,0.5,92,2019-06-23 21:07:55
2019-06-23T21:21:20Z,0,58,0.5,92,2019-06-23 21:07:55
2019-06-23T21:21:21Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:21:22Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:21:23Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:21:24Z,0,0,0,106,2019-06-23 21:07:55
2019-06-23T21:21:25Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:26Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:27Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:28Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:29Z,0,58,0.5,112,2019-06-23 21:07:55
2019-06-23T21:21:30Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:31Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:32Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:33Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:34Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:35Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:21:36Z,0,0,0,114,2019-06-23 21:07:55
2019-06-23T21:21:37Z,0,0,0,114,2019-06-23 21:07:55
2019-06-23T21:21:38Z,0,0,0,114,2019-06-23 21:07:55
2019-06-23T21:21:39Z,0,0,0,114,2019-06-23 21:07:55
2019-06-23T21:21:40Z,0,0,0,114,2019-06-23 21:07:55
2019-06-23T21:21:41Z,0,0,0,114,2019-06-23 21:07:55
2019-06-23T21:21:42Z,0,0,0,114,2019-06-23 21:07:55
2019-06-23T21:21:43Z,0,0,0,131,2019-06-23 21:07:55
2019-06-23T21:21:44Z,0,0,0,131,2019-06-23 21:07:55
2019-06-23T21:21:45Z,0,0,0,131,2019-06-23 21:07:55
2019-06-23T21:21:46Z,0,0,0,131,2019-06-23 21:07:55
2019-06-23T21:21:47Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:21:48Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:21:49Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:21:50Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:21:51Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:21:52Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:21:53Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:21:54Z,0,58,0.5,141,2019-06-23 21:07:55
2019-06-23T21:21:55Z,0,58,0.5,141,2019-06-23 21:07:55
2019-06-23T21:21:56Z,0,58,0.5,141,2019-06-23 21:07:55
2019-06-23T21:21:57Z,0,58,0.5,141,2019-06-23 21:07:55
2019-06-23T21:21:58Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:21:59Z,0,0,0,141,2019-06-23 21:07:55
2019-06-23T21:22:00Z,0,0,0,127,2019-06-23 21:07:55
2019-06-23T21:22:01Z,0,0,0,127,2019-06-23 21:07:55
2019-06-23T21:22:02Z,0,0,0,122,2019-06-23 21:07:55
2019-06-23T21:22:03Z,0,0,0,117,2019-06-23 21:07:55
2019-06-23T21:22:04Z,0,0,0,110,2019-06-23 21:07:55
2019-06-23T21:22:05Z,0,0,0,105,2019-06-23 21:07:55
2019-06-23T21:22:06Z,0,58,0.5,101,2019-06-23 21:07:55
2019-06-23T21:22:07Z,0,58,0.5,99,2019-06-23 21:07:55
2019-06-23T21:22:08Z,0,0,0,99,2019-06-23 21:07:55
2019-06-23T21:22:09Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:22:10Z,0,0,0,95,2019-06-23 21:07:55
2019-06-23T21:22:11Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:22:12Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:22:13Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:22:14Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:22:15Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:22:16Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:22:17Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:22:18Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:22:19Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:22:20Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:22:21Z,0,0,0,88,2019-06-23 21:07:55
2019-06-23T21:22:22Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:22:23Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:24Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:25Z,0,0,0,85,2019-06-23 21:07:55
2019-06-23T21:22:26Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:27Z,0,58,0.5,86,2019-06-23 21:07:55
2019-06-23T21:22:28Z,0,58,0.5,86,2019-06-23 21:07:55
2019-06-23T21:22:29Z,0,58,0.5,86,2019-06-23 21:07:55
2019-06-23T21:22:30Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:31Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:32Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:33Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:34Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:35Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:36Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:37Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:38Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:22:39Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:22:40Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:22:41Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:22:42Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:22:43Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:22:44Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:45Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:46Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:22:47Z,0,0,0,88,2019-06-23 21:07:55
2019-06-23T21:22:48Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:22:49Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:22:50Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:22:51Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:22:52Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:22:53Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:22:54Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:22:55Z,0,58,0.5,89,2019-06-23 21:07:55
2019-06-23T21:22:56Z,0,58,0.5,88,2019-06-23 21:07:55
2019-06-23T21:22:57Z,0,58,0.5,87,2019-06-23 21:07:55
2019-06-23T21:22:58Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:22:59Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:23:00Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:23:01Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:23:02Z,0,60,0,89,2019-06-23 21:07:55
2019-06-23T21:23:03Z,0,60,0,89,2019-06-23 21:07:55
2019-06-23T21:23:04Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:23:05Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:23:06Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:23:07Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:23:08Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:23:09Z,0,0,0,89,2019-06-23 21:07:55
2019-06-23T21:23:10Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:23:11Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:23:12Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:23:13Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:23:14Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:23:15Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:23:16Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:23:17Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:23:18Z,0,0,0,108,2019-06-23 21:07:55
2019-06-23T21:23:19Z,0,0,0,118,2019-06-23 21:07:55
2019-06-23T21:23:20Z,0,0,0,127,2019-06-23 21:07:55
2019-06-23T21:23:21Z,0,0,0,127,2019-06-23 21:07:55
2019-06-23T21:23:22Z,0,58,0.5,127,2019-06-23 21:07:55
2019-06-23T21:23:23Z,0,0,0,127,2019-06-23 21:07:55
2019-06-23T21:23:24Z,0,58,0.5,127,2019-06-23 21:07:55
2019-06-23T21:23:25Z,0,0,0,127,2019-06-23 21:07:55
2019-06-23T21:23:26Z,0,0,0,138,2019-06-23 21:07:55
2019-06-23T21:23:27Z,0,0,0,138,2019-06-23 21:07:55
2019-06-23T21:23:28Z,0,0,0,138,2019-06-23 21:07:55
2019-06-23T21:23:29Z,0,0,0,138,2019-06-23 21:07:55
2019-06-23T21:23:30Z,0,0,0,138,2019-06-23 21:07:55
2019-06-23T21:23:31Z,0,0,0,138,2019-06-23 21:07:55
2019-06-23T21:23:32Z,0,0,0,138,2019-06-23 21:07:55
2019-06-23T21:23:33Z,0,0,0,144,2019-06-23 21:07:55
2019-06-23T21:23:34Z,0,0,0,144,2019-06-23 21:07:55
2019-06-23T21:23:35Z,0,0,0,144,2019-06-23 21:07:55
2019-06-23T21:23:36Z,0,0,0,144,2019-06-23 21:07:55
2019-06-23T21:23:37Z,0,0,0,144,2019-06-23 21:07:55
2019-06-23T21:23:38Z,0,0,0,144,2019-06-23 21:07:55
2019-06-23T21:23:39Z,0,0,0,154,2019-06-23 21:07:55
2019-06-23T21:23:40Z,0,0,0,154,2019-06-23 21:07:55
2019-06-23T21:23:41Z,0,0,0,154,2019-06-23 21:07:55
2019-06-23T21:23:42Z,0,0,0,154,2019-06-23 21:07:55
2019-06-23T21:23:43Z,0,0,0,160,2019-06-23 21:07:55
2019-06-23T21:23:44Z,0,0,0,170,2019-06-23 21:07:55
2019-06-23T21:23:45Z,0,0,0,170,2019-06-23 21:07:55
2019-06-23T21:23:46Z,0,0,0,170,2019-06-23 21:07:55
2019-06-23T21:23:47Z,0,0,0,170,2019-06-23 21:07:55
2019-06-23T21:23:48Z,0,0,0,161,2019-06-23 21:07:55
2019-06-23T21:23:49Z,0,0,0,161,2019-06-23 21:07:55
2019-06-23T21:23:50Z,0,0,0,154,2019-06-23 21:07:55
2019-06-23T21:23:51Z,0,0,0,154,2019-06-23 21:07:55
2019-06-23T21:23:52Z,0,0,0,145,2019-06-23 21:07:55
2019-06-23T21:23:53Z,0,0,0,132,2019-06-23 21:07:55
2019-06-23T21:23:54Z,0,0,0,122,2019-06-23 21:07:55
2019-06-23T21:23:55Z,0,0,0,118,2019-06-23 21:07:55
2019-06-23T21:23:56Z,0,0,0,115,2019-06-23 21:07:55
2019-06-23T21:23:57Z,0,0,0,112,2019-06-23 21:07:55
2019-06-23T21:23:58Z,0,0,0,107,2019-06-23 21:07:55
2019-06-23T21:23:59Z,0,0,0,104,2019-06-23 21:07:55
2019-06-23T21:24:00Z,0,0,0,104,2019-06-23 21:07:55
2019-06-23T21:24:01Z,0,0,0,104,2019-06-23 21:07:55
2019-06-23T21:24:02Z,0,0,0,101,2019-06-23 21:07:55
2019-06-23T21:24:03Z,0,0,0,98,2019-06-23 21:07:55
2019-06-23T21:24:04Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:24:05Z,0,0,0,95,2019-06-23 21:07:55
2019-06-23T21:24:06Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:24:07Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:24:08Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:24:09Z,0,58,0.5,93,2019-06-23 21:07:55
2019-06-23T21:24:10Z,0,58,0.5,93,2019-06-23 21:07:55
2019-06-23T21:24:11Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:24:12Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:24:13Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:24:14Z,0,58,0.5,92,2019-06-23 21:07:55
2019-06-23T21:24:15Z,0,58,0.5,91,2019-06-23 21:07:55
2019-06-23T21:24:16Z,0,58,0.5,91,2019-06-23 21:07:55
2019-06-23T21:24:17Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:18Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:19Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:24:20Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:24:21Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:24:22Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:23Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:24Z,0,58,0.5,91,2019-06-23 21:07:55
2019-06-23T21:24:25Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:26Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:27Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:28Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:29Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:30Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:31Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:24:32Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:24:33Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:34Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:24:35Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:24:36Z,0,0,0,90,2019-06-23 21:07:55
2019-06-23T21:24:37Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:38Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:39Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:40Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:41Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:42Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:43Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:44Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:45Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:46Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:47Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:48Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:24:49Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:24:50Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:24:51Z,0,0,0,94,2019-06-23 21:07:55
2019-06-23T21:24:52Z,0,0,0,94,2019-06-23 21:07:55
2019-06-23T21:24:53Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:24:54Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:24:55Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:24:56Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:24:57Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:24:58Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:24:59Z,0,0,0,96,2019-06-23 21:07:55
2019-06-23T21:25:00Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:25:01Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:25:02Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:25:03Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:25:04Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:25:05Z,0,0,0,92,2019-06-23 21:07:55
2019-06-23T21:25:06Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:25:07Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:25:08Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:25:09Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:25:10Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:25:11Z,0,0,0,93,2019-06-23 21:07:55
2019-06-23T21:25:12Z,0,0,0,91,2019-06-23 21:07:55
2019-06-23T21:25:13Z,0,0,0,88,2019-06-23 21:07:55
2019-06-23T21:25:14Z,0,0,0,87,2019-06-23 21:07:55
2019-06-23T21:25:15Z,0,0,0,86,2019-06-23 21:07:55
2019-06-23T21:25:16Z,0,61,0,84,2019-06-23 21:07:55
2019-06-23T21:25:17Z,0,61,0,84,2019-06-23 21:07:55
2019-06-23T21:25:18Z,0,61,0,84,2019-06-23 21:07:55
2019-06-23T21:25:19Z,0,61,0,84,2019-06-23 21:07:55
2019-06-23T21:25:20Z,0,61,0,84,2019-06-23 21:07:55
2019-06-23T21:25:21Z,0,61,0,84,2019-06-23 21:07:55
